cusip,security_name,state,principal_amount,coupon_pct,maturity_date,dated_date,closing_date,interest_rate_current,rate_type,source_of_repayment,rating_fitch,rating_kbra,rating_moodys,rating_sp,liquidity_facility,provider_identity,remarketing_agent,num_trades,num_rate_resets,num_disclosures,emma_url,crawl_timestamp
A22B346A26AA2FD641AA3A1548B4876C3,"CALIFORNIA MUNICIPAL FINANCE AUTHORITY / SOLID WASTE DISPOSAL REVENUE BONDS (REPUBLIC SERVICES, INC. PROJECT) SERIES 2024A",CA,100000000,3.875 %,03/01/2054,03/21/2024,03/21/2024,,,,,,,,,,,30,0,13,https://emma.msrb.org/Security/Details/A22B346A26AA2FD641AA3A1548B4876C3,2026-02-07T00:04:42.813610+00:00
A0ADB9AE03ADF3CE6C24001A5461DB49D,"CALIFORNIA MUNICIPAL FINANCE AUTHORITY / SOLID WASTE DISPOSAL REVENUE BONDS (WASTE MANAGEMENT, INC. PROJECT) SERIES 2017A",CA,100000000,3.4 %,12/01/2044,12/06/2017,12/01/2025,,,,,,,,,,,100,0,35,https://emma.msrb.org/Security/Details/A0ADB9AE03ADF3CE6C24001A5461DB49D,2026-02-07T00:05:09.543678+00:00
ABE12C3DCA5697877E0831DA917D33C31,"CALIFORNIA MUNICIPAL FINANCE AUTHORITY / SOLID WASTE DISPOSAL REVENUE BONDS (WASTE MANAGEMENT, INC. PROJECT) SERIES 2022A",CA,100000000,3.45 %,10/01/2041,10/12/2022,10/01/2025,,,,,,,,,,,100,0,32,https://emma.msrb.org/Security/Details/ABE12C3DCA5697877E0831DA917D33C31,2026-02-07T00:05:42.363734+00:00
ABF59D37ED37036364143E6ABC07A0508,"DEVELOPMENT AUTHORITY OF BARTOW COUNTY (GEORGIA) / SOLID WASTE DISPOSAL FACILITY REVENUE BONDS (GEORGIA POWER COMPANY PLANT BOWEN PROJECT), FIRST SERIES 2022",GA,100000000,2.95,11/01/2062,11/04/2022,11/04/2022,2.95,,,,,,,,,,100,10,15,https://emma.msrb.org/Security/Details/ABF59D37ED37036364143E6ABC07A0508,2026-02-07T00:08:16.353450+00:00
A35A9174862614D7EF73FFF882176D388,"DEVELOPMENT AUTHORITY OF BARTOW COUNTY (GEORGIA) / SOLID WASTE DISPOSAL FACILITY REVENUE BONDS (GEORGIA POWER COMPANY PLANT BOWEN PROJECT), SECOND SERIES 2022",GA,100000000,3.1,11/01/2062,11/04/2022,11/04/2022,3.1,,,,,,,,,,100,10,17,https://emma.msrb.org/Security/Details/A35A9174862614D7EF73FFF882176D388,2026-02-07T00:08:46.499147+00:00
A90A1474E5228D46E59D547AA8B5CF7F5,IOWA FINANCE AUTHORITY / SOLID WASTE DISPOSAL REVENUE BONDS (CHEVRON U.S.A INC. PROJECT) SERIES 2024,IA,100000000,2.95,08/01/2054,08/22/2024,08/22/2024,2.95,,,,,,,,,,32,10,9,https://emma.msrb.org/Security/Details/A90A1474E5228D46E59D547AA8B5CF7F5,2026-02-07T00:09:16.758225+00:00
ADF8B737B4A4F728D10234DC378F154E9,PENNSYLVANIA ECONOMIC DEV FING AUTH SOLID WASTE DISP REV / BDS WASTE MANAGEMENT INC 2013,PA,100000000,1.12 %,08/01/2045,08/01/2013,-,,,,,,,,,,,0,0,0,https://emma.msrb.org/Security/Details/ADF8B737B4A4F728D10234DC378F154E9,2026-02-07T00:11:41.379471+00:00
A666180FA8F1A7576C0AB40E9C2DC8163,"PENNSYLVANIA ECONOMIC DEVELOPMENT FINANCING AUTHORITY / SOLID WASTE DISPOSAL REVENUE BONDS (NOBLE ENVIRONMENTAL, INC. PROJECT), SERIES 2025",PA,100000000,6.875 %,09/01/2047,09/04/2025,09/04/2025,,,,,,,,,,,32,0,5,https://emma.msrb.org/Security/Details/A666180FA8F1A7576C0AB40E9C2DC8163,2026-02-07T00:12:03.384500+00:00
AC1CA91336EF00111A709443947F04FD8,"PENNSYLVANIA ECONOMIC DEVELOPMENT FINANCING AUTHORITY / SOLID WASTE DISPOSAL REVENUE BONDS (WASTE MANAGEMENT, INC. PROJECT) SERIES 2009",PA,100000000,0.95 %,12/01/2033,12/10/2009,12/01/2021,,,,,,,,,,,100,0,39,https://emma.msrb.org/Security/Details/AC1CA91336EF00111A709443947F04FD8,2026-02-07T00:12:28.747599+00:00
A6A90000433335426BC3FAFCE0EA7D122,"BRAZORIA COUNTY INDUSTRIAL DEVELOPMENT CORPORATION / SOLID WASTE DISPOSAL FACILITIES REVENUE BONDS (ALEON RENEWABLE METALS, LLC PROJECT) ADDITIONAL SERIES 2023",TX,100000000,12 %,06/01/2043,06/15/2023,06/15/2023,,,,,,,,,,,15,0,49,https://emma.msrb.org/Security/Details/A6A90000433335426BC3FAFCE0EA7D122,2026-02-07T00:15:04.041877+00:00
A8B0E7C58D484F66BEFEAA77945EE3E76,MISSION ECONOMIC DEVELOPMENT CORPORATION / SOLID WASTE DISPOSAL REVENUE BONDS (VINTON STEEL LLC PROJECT) SERIES 2025,TX,100000000,2.32,10/01/2035,10/23/2025,10/23/2025,2.32,,,,,,,,,,1,10,2,https://emma.msrb.org/Security/Details/A8B0E7C58D484F66BEFEAA77945EE3E76,2026-02-07T00:15:34.151476+00:00
AB6D2D3F5A38108DBF4CB722D8F3DE0A6,"MISSION ECONOMIC DEVELOPMENT CORPORATION / SOLID WASTE DISPOSAL REVENUE BONDS (GRAPHIC PACKAGING INTERNATIONAL, LLC PROJECT) SERIES 2025 (GREEN BONDS)",TX,98130000,5 %,12/01/2064,05/29/2025,05/29/2025,,,,,,,,,,,41,0,1,https://emma.msrb.org/Security/Details/AB6D2D3F5A38108DBF4CB722D8F3DE0A6,2026-02-07T00:15:57.133859+00:00
A360F57D30115DB00E36273D6B2E6B434,"THE INDUSTRIAL DEVELOPMENT BOARD OF THE TOWN OF WEST JEFFERSON / SOLID WASTE DISPOSAL REVENUE BONDS (ALABAMA POWER COMPANY PLANT MILLER PROJECT), SERIES 2023",AL,98000000,2.7,08/01/2063,08/25/2023,08/25/2023,2.7,,,,,,,,,,3,10,8,https://emma.msrb.org/Security/Details/A360F57D30115DB00E36273D6B2E6B434,2026-02-07T00:16:22.788153+00:00
A5B279A96332E8B30C4D1C90129C558FB,"PENNSYLVANIA ECONOMIC DEVELOPMENT FINANCING AUTHORITY / SOLID WASTE DISPOSAL FACILITY REVENUE BONDS (CORE NATURAL RESOURCES, INC. PROJECT) SERIES 2025 (AMT)",PA,97560000,5.45 %,01/01/2051,03/27/2025,03/27/2025,,,,,,,,,,,100,0,3,https://emma.msrb.org/Security/Details/A5B279A96332E8B30C4D1C90129C558FB,2026-02-07T00:16:46.430537+00:00
A067C520FF8A1D0A1C16A69CE13BD2B3F,LOWNDES COUNTY MISSISSIPPI / SOLID WASTE DISPOSAL AND POLLUTION CONTROL REFUNDING REVENUE BONDS (INTERNATIONAL PAPER COMPANY PROJECT) SERIES 2022 (NON-AMT),MS,88200000,2.65 %,04/01/2037,03/31/2022,03/31/2022,,,,,,,,,,,100,0,14,https://emma.msrb.org/Security/Details/A067C520FF8A1D0A1C16A69CE13BD2B3F,2026-02-07T00:17:15.048339+00:00
A5AE1FF0E9F4058231EC780651E8F528D,"THE WALKER COUNTY ECONOMIC AND INDUSTRIAL DEVELOPMENT AUTHORITY / SOLID WASTE DISPOSAL REVENUE BONDS (ALABAMA POWER COMPANY PLANT GORGAS PROJECT), SECOND SERIES 2023",AL,88000000,3,08/01/2063,08/25/2023,08/25/2023,3,,,,,,,,,,100,10,7,https://emma.msrb.org/Security/Details/A5AE1FF0E9F4058231EC780651E8F528D,2026-02-07T00:19:19.647483+00:00
A35FEBED868DDDE40BD3908495D5FAA06,"WEST VIRGINIA ECONOMIC DEVELOPMENT AUTHORITY / SOLID WASTE DISPOSAL FACILITIES REVENUE REFUNDING BONDS (APPALACHIAN POWER COMPANY - AMOS PROJECT), SERIES 2015A",WV,86000000,3.375 %,03/01/2040,04/01/2015,04/01/2024,,,,,,,,,,,100,0,13,https://emma.msrb.org/Security/Details/A35FEBED868DDDE40BD3908495D5FAA06,2026-02-07T00:19:46.982702+00:00
A0BC2B4DB654B2359C034ABB3BAC465FC,"NATIONAL FINANCE AUTHORITY / SOLID WASTE DISPOSAL REFUNDING REVENUE BONDS (WASTE MANAGEMENT,INC. PROJECT)SERIES 2018A",NH,82500000,4 %,10/01/2033,10/01/2018,07/01/2025,,,,,,,,,,,52,0,34,https://emma.msrb.org/Security/Details/A0BC2B4DB654B2359C034ABB3BAC465FC,2026-02-07T00:20:16.363459+00:00
A12E2D7BC4722826CB6270CD7BCE926C2,"PENNSYLVANIA ECONOMIC DEVELOPMENT FINANCING AUTHORITY / SOLID WASTE DISPOSAL REVENUE BONDS (WASTE MANAGEMENT, INC. PROJECT) SERIES 2025A",PA,80000000,3.45 %,06/01/2049,06/04/2025,06/04/2025,,,,,,,,,,,41,0,3,https://emma.msrb.org/Security/Details/A12E2D7BC4722826CB6270CD7BCE926C2,2026-02-07T00:20:47.800550+00:00
A31BD35A4132B7FC97E6FED0A96D5CA53,"ST. LUCIE COUNTY, FLORIDA / SOLID WASTE DISPOSAL REVENUE REFUNDING BONDS (FLORIDA POWER & LIGHT COMPANY PROJECT) SERIES 2003",FL,78785000,2.3,05/01/2029,05/01/2003,03/20/2024,12/16/2025,,,,,,,,,,100,44,26,https://emma.msrb.org/Security/Details/A31BD35A4132B7FC97E6FED0A96D5CA53,2026-02-07T00:21:47.600092+00:00
AB0F07FAA663AA45946017AECD38A8E78,"GRAND FORKS COUNTY, NORTH DAKOTA / SOLID WASTE DISPOSAL FACILITY REVENUE BONDS (RED RIVER BIOREFINERY, LLC PROJECT), SENIOR SERIES 2021A (GREEN BONDS)",ND,75665000,7 %,12/15/2043,06/02/2021,06/02/2021,,,,,,,,,,,21,0,12,https://emma.msrb.org/Security/Details/AB0F07FAA663AA45946017AECD38A8E78,2026-02-07T00:22:22.903714+00:00
A8F7114139905966417CB7F6BA21CB704,"CALIFORNIA MUNICIPAL FINANCE AUTHORITY / SOLID WASTE DISPOSAL REVENUE BONDS (REPUBLIC SERVICES, INC. PROJECT) SERIES 2021B",CA,75000000,3.25 %,07/01/2051,07/01/2021,07/01/2021,,,,,,,,,,,100,0,45,https://emma.msrb.org/Security/Details/A8F7114139905966417CB7F6BA21CB704,2026-02-07T00:22:50.067110+00:00
A2E0BF4095E34F8636860C696EFD30F28,"FLORIDA DEVELOPMENT FINANCE CORPORATION / SOLID WASTE DISPOSAL REVENUE BONDS (WASTE MANAGEMENT, INC. PROJECT) SERIES 2025A",FL,75000000,3.4 %,09/01/2050,09/25/2025,09/25/2025,,,,,,,,,,,20,0,1,https://emma.msrb.org/Security/Details/A2E0BF4095E34F8636860C696EFD30F28,2026-02-07T00:24:46.702043+00:00
A2F673217F4DF32AF157C502EF5EB5B55,"FLORIDA DEVELOPMENT FINANCE CORPORATION / SOLID WASTE DISPOSAL REVENUE BONDS (WASTE PRO USA, INC. PROJECT), SERIES 2025",FL,75000000,4.45 %,07/01/2037,11/13/2025,11/13/2025,,,,,,,,,,,27,0,4,https://emma.msrb.org/Security/Details/A2F673217F4DF32AF157C502EF5EB5B55,2026-02-07T00:27:10.904761+00:00
