cusip,security_name,state,principal_amount,coupon_pct,maturity_date,dated_date,closing_date,interest_rate_current,rate_type,source_of_repayment,rating_fitch,rating_kbra,rating_moodys,rating_sp,liquidity_facility,provider_identity,remarketing_agent,num_trades,num_rate_resets,num_disclosures,emma_url,crawl_timestamp
A6044AF8652FC404AB75319EF106642AC,TARRANT COUNTY CULTURAL EDUCATION FACILITIES FINANCE CORPORATION / HOSPITAL REVENUE BONDS (BAYLOR SCOTT & WHITE HEALTH PROJECT) SERIES 2026D (DAILY),TX,125000000,-,11/15/2063,02/19/2026,02/19/2026,,,,,,,,,,,5,0,3,https://emma.msrb.org/Security/Details/A6044AF8652FC404AB75319EF106642AC,2026-02-19T18:49:49.732250+00:00
A133DD8C4344723B641C6D50FFC1CCA53,"DELAWARE HEALTH FACILITIES AUTHORITY / REVENUE BONDS (CHRISTIANA CARE HEALTH SYSTEM), SERIES 2026",DE,121125000,5.25 %,10/01/2051,02/12/2026,02/12/2026,,,,,,,,,,,59,0,6,https://emma.msrb.org/Security/Details/A133DD8C4344723B641C6D50FFC1CCA53,2026-02-19T18:50:14.549076+00:00
ACF4A46EF2F789A7B2060210757B0DE9E,"MARYLAND HEALTH AND HIGHER EDUCATIONAL FACILITIES AUTHORITY / REVENUE BONDS MEDSTAR HEALTH ISSUE, SERIES 2026B-1 AND SERIES 2026B-2 (LONG-TERM RATE)",MD,117215000,5 %,08/15/2056,02/12/2026,02/12/2026,,,,,,,,,,,28,0,4,https://emma.msrb.org/Security/Details/ACF4A46EF2F789A7B2060210757B0DE9E,2026-02-19T18:50:45.322581+00:00
A52EDF44FBB7647A74335A9D456F4FB01,"MARYLAND HEALTH AND HIGHER EDUCATIONAL FACILITIES AUTHORITY / REVENUE BONDS MEDSTAR HEALTH ISSUE, SERIES 2026B-1 AND SERIES 2026B-2 (LONG-TERM RATE)",MD,116275000,5 %,08/15/2056,02/12/2026,02/12/2026,,,,,,,,,,,34,0,4,https://emma.msrb.org/Security/Details/A52EDF44FBB7647A74335A9D456F4FB01,2026-02-19T18:51:12.217568+00:00
A50205988F51B55081D0A27E9BD1901B4,"STATE OF CONNECTICUT HEALTH AND EDUCATIONAL FACILITIES AUTHORITY / REVENUE BONDS, HARTFORD HEALTHCARE ISSUE SERIES 2026A (FIXED RATE)",CT,107805000,5.5 %,07/01/2055,02/11/2026,02/11/2026,,,,,,,,,,,100,0,1,https://emma.msrb.org/Security/Details/A50205988F51B55081D0A27E9BD1901B4,2026-02-19T18:51:40.042907+00:00
A4C9EB65D3DDE2EC6720C911C59DACB8C,RHODE ISLAND HEALTH AND EDUCATIONAL BUILDING CORPORATION / HOSPITAL FINANCING REVENUE BONDS BROWN UNIVERSITY HEALTH OBLIGATED GROUP ISSUE SERIES 2026B (FIXED RATE MODE),RI,106685000,5 %,05/15/2031,02/18/2026,02/18/2026,,,,,,,,,,,22,0,3,https://emma.msrb.org/Security/Details/A4C9EB65D3DDE2EC6720C911C59DACB8C,2026-02-19T18:52:15.487211+00:00
A3CB03582F9C2DF307E673BFC17176A09,"MARYLAND HEALTH AND HIGHER EDUCATIONAL FACILITIES AUTHORITY / REVENUE BONDS MEDSTAR HEALTH ISSUE, SERIES 2026A (FIXED RATE)",MD,102455000,5.25 %,08/15/2051,02/12/2026,02/12/2026,,,,,,,,,,,48,0,4,https://emma.msrb.org/Security/Details/A3CB03582F9C2DF307E673BFC17176A09,2026-02-19T18:52:41.729491+00:00
A8338FF200ADC6CBE8DABFEA1E78E118F,ILLINOIS FIN AUTH REV / BDS ENDEAVOR HEALTH 2022 H,IL,100000000,7 %,08/15/2057,04/01/2022,-,,,,,,,,,,,0,0,4,https://emma.msrb.org/Security/Details/A8338FF200ADC6CBE8DABFEA1E78E118F,2026-02-19T18:53:08.520744+00:00
AE17DBAA3B325E6611C90105E6FD06D33,J P MORGAN CHASE PUTTERS / DRIVERS TR VAR STS / CTFS 5103,NA,100000000,7 %,08/15/2057,01/23/2026,-,,,,,,,,,,,0,0,0,https://emma.msrb.org/Security/Details/AE17DBAA3B325E6611C90105E6FD06D33,2026-02-19T18:53:32.216315+00:00
AEEEAFBEBD557BDB017BF44149FB733D8,TENDER OPT BD TR RCPTS / CTFS VAR STS / CTFS 2026-VRS224,NA,100000000,5.25 %,12/01/2051,02/18/2026,-,,,,,,,,,,,0,0,0,https://emma.msrb.org/Security/Details/AEEEAFBEBD557BDB017BF44149FB733D8,2026-02-19T18:54:49.962281+00:00
A6DEB8379B5CB6166544D02467559C321,TARRANT COUNTY CULTURAL EDUCATION FACILITIES FINANCE CORPORATION / HOSPITAL REVENUE BONDS (BAYLOR SCOTT & WHITE HEALTH PROJECT) SERIES 2026D (DAILY),TX,100000000,1.65,11/15/2063,02/19/2026,02/19/2026,02/11/2026,,,,,,,,,,6,3,2,https://emma.msrb.org/Security/Details/A6DEB8379B5CB6166544D02467559C321,2026-02-19T18:55:58.214945+00:00
AC5B81816FFB3544809D5F6DAED86E27A,TARRANT COUNTY CULTURAL EDUCATION FACILITIES FINANCE CORPORATION / HOSPITAL REVENUE BONDS (BAYLOR SCOTT & WHITE HEALTH PROJECT) SERIES 2026D (DAILY),TX,100000000,1.65,11/15/2063,02/19/2026,02/19/2026,02/11/2026,,,,,,,,,,5,3,2,https://emma.msrb.org/Security/Details/AC5B81816FFB3544809D5F6DAED86E27A,2026-02-19T18:56:22.465609+00:00
AE22E71657FB0C653A446EBEE1391BACF,J P MORGAN CHASE PUTTERS / DRIVERS TR VAR STS / CTFS 5103,NA,99900000,-,08/15/2057,01/23/2026,-,,,,,,,,,,,0,0,0,https://emma.msrb.org/Security/Details/AE22E71657FB0C653A446EBEE1391BACF,2026-02-19T18:56:47.325953+00:00
A6C7492767BFBF2EC4640DC7FFFD9B00B,PUBLIC FINANCE AUTHORITY / SERIES 2026-VRS224 CLASS A TENDER CERTIFICATES,WI,99900000,1.9,12/01/2051,02/18/2026,02/18/2026,02/18/2026,,,,,,,,,,2,2,4,https://emma.msrb.org/Security/Details/A6C7492767BFBF2EC4640DC7FFFD9B00B,2026-02-19T18:58:00.024436+00:00
AA6A56D1AA903474E443D38CF084C4274,"STATE OF CONNECTICUT HEALTH AND EDUCATIONAL FACILITIES AUTHORITY / REVENUE BONDS, HARTFORD HEALTHCARE ISSUE SERIES 2026A (FIXED RATE)",CT,95000000,5.5 %,07/01/2055,02/11/2026,02/11/2026,,,,,,,,,,,100,0,1,https://emma.msrb.org/Security/Details/AA6A56D1AA903474E443D38CF084C4274,2026-02-19T18:58:24.298861+00:00
ABCD91C6DDB7C28925FD6EC828F0D29EC,NORTH CAROLINA MEDICAL CARE COMMISSION / RETIREMENT FACILITIES FIRST MORTGAGE REVENUE BONDS (DEERFIELD EPISCOPAL RETIREMENT COMMUNITY PROJECT) TAX-EXEMPT MANDATORY PAYDOWN SECURITIES (TEMPS-50SM) SERIES 2026B-4,NC,84250000,3.2 %,11/01/2030,01/13/2026,01/13/2026,,,,,,,,,,,8,0,8,https://emma.msrb.org/Security/Details/ABCD91C6DDB7C28925FD6EC828F0D29EC,2026-02-19T18:58:54.644114+00:00
A416A9AC886020DF23C7358A69608B320,NATIONAL FIN AUTH N H LEASE RENT REV / BDS CENTURION FNDTN ANDREWS AVE MED CTR LLC,NH,83900000,5.625 %,09/15/2057,01/12/2026,-,,,,,,,,,,,0,0,2,https://emma.msrb.org/Security/Details/A416A9AC886020DF23C7358A69608B320,2026-02-19T18:59:23.288827+00:00
A18410C4E004BE8791E2A1B88710D46D5,"STATE OF CONNECTICUT HEALTH AND EDUCATIONAL FACILITIES AUTHORITY / REVENUE BONDS, HARTFORD HEALTHCARE ISSUE SERIES 2026B",CT,75000000,2.2,07/01/2056,02/11/2026,02/11/2026,02/12/2026,,,,,,,,,,4,4,5,https://emma.msrb.org/Security/Details/A18410C4E004BE8791E2A1B88710D46D5,2026-02-19T18:59:46.922165+00:00
A9A528C22E8671CEE2B8E789AA3DBB17E,"STATE OF CONNECTICUT HEALTH AND EDUCATIONAL FACILITIES AUTHORITY / REVENUE BONDS, HARTFORD HEALTHCARE ISSUE SERIES 2026C",CT,75000000,2.2,07/01/2056,02/11/2026,02/11/2026,02/12/2026,,,,,,,,,,4,4,5,https://emma.msrb.org/Security/Details/A9A528C22E8671CEE2B8E789AA3DBB17E,2026-02-19T19:00:13.219788+00:00
A543C7E461E2115580E2E17E3611EFCA9,"MASSACHUSETTS DEVELOPMENT FINANCE AGENCY / REVENUE BONDS, MASS GENERAL BRIGHAM ISSUE, SERIES 2026 G-1 (DAILY RATE)",MA,75000000,1.4,07/01/2061,01/29/2026,01/29/2026,1.4,,,,,,,,,,28,10,10,https://emma.msrb.org/Security/Details/A543C7E461E2115580E2E17E3611EFCA9,2026-02-19T19:00:40.518220+00:00
A6D3A84007FDB2B9C87249E72CF363120,"MASSACHUSETTS DEVELOPMENT FINANCE AGENCY / REVENUE BONDS, MASS GENERAL BRIGHAM ISSUE, SERIES G (2026) SERIES 2026 G-2, DUE JULY 1, 2062 (DAILY RATE)",MA,75000000,1.45,07/01/2062,01/29/2026,01/29/2026,1.45,,,,,,,,,,28,10,11,https://emma.msrb.org/Security/Details/A6D3A84007FDB2B9C87249E72CF363120,2026-02-19T19:01:11.223438+00:00
AFC2B4F85AE3E77E027B3B86C7C23B9DF,TARRANT COUNTY CULTURAL EDUCATION FACILITIES FINANCE CORPORATION / HOSPITAL REVENUE BONDS (BAYLOR SCOTT & WHITE HEALTH PROJECT) SERIES 2026D (DAILY),TX,75000000,1.65,11/15/2063,02/19/2026,02/19/2026,02/11/2026,,,,,,,,,,0,3,2,https://emma.msrb.org/Security/Details/AFC2B4F85AE3E77E027B3B86C7C23B9DF,2026-02-19T19:02:25.096380+00:00
A08326C94606DB82E966F79524EC4B8C2,TAXABLE TENDER OPT BD TR RCPTS/CTFS VAR STS / CTFS 2026-MSTX004,NA,71620000,-,12/31/2035,01/22/2026,-,,,,,,,,,,,0,0,0,https://emma.msrb.org/Security/Details/A08326C94606DB82E966F79524EC4B8C2,2026-02-19T19:03:54.539081+00:00
A72A21513428E128B53324061C8489BC9,PUBLIC FINANCE AUTHORITY / SERIES 2026-VRS222 CLASS A TENDER CERTIFICATES,WI,71390000,1.9,01/15/2046,01/22/2026,01/22/2026,1.9,,,,,,,,,,3,10,4,https://emma.msrb.org/Security/Details/A72A21513428E128B53324061C8489BC9,2026-02-19T19:04:17.630340+00:00
A8CB298EF18DCC2A61054A1178199E3C7,"STATE OF CONNECTICUT HEALTH AND EDUCATIONAL FACILITIES AUTHORITY / REVENUE BONDS, HARTFORD HEALTHCARE ISSUE SERIES 2026A (FIXED RATE)",CT,71220000,5.5 %,07/01/2051,02/11/2026,02/11/2026,,,,,,,,,,,77,0,1,https://emma.msrb.org/Security/Details/A8CB298EF18DCC2A61054A1178199E3C7,2026-02-19T19:04:42.576389+00:00
AAB190833C3EEE55FADEB77BF6DBED62A,"STATE OF CONNECTICUT HEALTH AND EDUCATIONAL FACILITIES AUTHORITY / REVENUE BONDS, HARTFORD HEALTHCARE ISSUE SERIES 2026A (FIXED RATE)",CT,65000000,5.5 %,07/01/2051,02/11/2026,02/11/2026,,,,,,,,,,,100,0,1,https://emma.msrb.org/Security/Details/AAB190833C3EEE55FADEB77BF6DBED62A,2026-02-19T19:06:17.804779+00:00
AB6E0B52B47ED3D75944D2C35025A4F80,NORTH CAROLINA MEDICAL CARE COMMISSION / RETIREMENT FACILITIES FIRST MORTGAGE REVENUE BONDS (DEERFIELD EPISCOPAL RETIREMENT COMMUNITY PROJECT) SERIES SERIES 2026A,NC,62700000,5.25 %,11/01/2056,01/13/2026,01/13/2026,,,,,,,,,,,8,0,8,https://emma.msrb.org/Security/Details/AB6E0B52B47ED3D75944D2C35025A4F80,2026-02-19T19:07:44.165591+00:00
AFCB3895C40A09321681DFC504D2875FC,MIZUHO FLOATER / RESIDUAL TR VAR STS / CTFS 2026-MIZ9247,NA,59940000,6.06 %,02/01/2036,01/15/2026,-,,,,,,,,,,,0,0,0,https://emma.msrb.org/Security/Details/AFCB3895C40A09321681DFC504D2875FC,2026-02-19T19:08:30.554069+00:00
A52444FDE53434E6F1BBB3F22006E02D8,MIZUHO FLOATER / RESIDUAL TR VAR STS / CTFS 2026-MIZ9247,NA,56940000,-,02/01/2036,01/15/2026,-,,,,,,,,,,,0,0,0,https://emma.msrb.org/Security/Details/A52444FDE53434E6F1BBB3F22006E02D8,2026-02-19T19:08:53.297766+00:00
AB032D218576F0B47782BFEDDD0D21A58,"FLORIDA DEVELOPMENT FINANCE CORPORATION / HEALTHCARE FACILITIES REVENUE BONDS (TAMPA GENERAL HOSPITAL PROJECT), SERIES 2026A (FIXED MODE)",FL,53120000,5.25 %,08/01/2051,02/10/2026,02/10/2026,,,,,,,,,,,100,0,4,https://emma.msrb.org/Security/Details/AB032D218576F0B47782BFEDDD0D21A58,2026-02-19T19:09:16.105301+00:00
A1CEC57979E66DEC62D6F63D3FB1117B4,TENDER OPT BD TR RCPTS / CTFS VAR STS / CTFS 2026-BAML5070,NA,52605000,5.375 %,02/01/2046,01/15/2026,-,,,,,,,,,,,0,0,0,https://emma.msrb.org/Security/Details/A1CEC57979E66DEC62D6F63D3FB1117B4,2026-02-19T19:09:48.329888+00:00
AEA7EFBCE943B2056B891D12B7353CF41,TARRANT COUNTY CULTURAL EDUCATION FACILITIES FINANCE CORPORATION / HOSPITAL REVENUE BONDS (BAYLOR SCOTT & WHITE HEALTH PROJECT) SERIES 2026E,TX,51155000,5 %,11/15/2044,02/19/2026,02/19/2026,,,,,,,,,,,21,0,8,https://emma.msrb.org/Security/Details/AEA7EFBCE943B2056B891D12B7353CF41,2026-02-19T19:10:10.876640+00:00
A3D3B7604FD593B6D03B8E6D83B04DCB6,"SOUTH DAKOTA HEALTH AND EDUCATIONAL FACILITIES AUTHORITY / REVENUE BONDS, SERIES 2026 (MONUMENT HEALTH)",SD,50680000,5.25 %,09/01/2056,02/05/2026,02/05/2026,,,,,,,,,,,56,0,3,https://emma.msrb.org/Security/Details/A3D3B7604FD593B6D03B8E6D83B04DCB6,2026-02-19T19:11:01.997457+00:00
A1CFE0026DFFFC85A39D26F3D1B75F904,"MASSACHUSETTS DEVELOPMENT FINANCE AGENCY / REVENUE BONDS, MASS GENERAL BRIGHAM ISSUE, SERIES F (2026)",MA,50000000,5 %,07/01/2038,01/29/2026,01/29/2026,,,,,,,,,,,64,0,10,https://emma.msrb.org/Security/Details/A1CFE0026DFFFC85A39D26F3D1B75F904,2026-02-19T19:11:55.108875+00:00
A050A7D18F374010C6651F46B0C2F3A82,"MASSACHUSETTS DEVELOPMENT FINANCE AGENCY / REVENUE BONDS, MASS GENERAL BRIGHAM ISSUE, SERIES F (2026)",MA,50000000,5 %,07/01/2040,01/29/2026,01/29/2026,,,,,,,,,,,58,0,10,https://emma.msrb.org/Security/Details/A050A7D18F374010C6651F46B0C2F3A82,2026-02-19T19:12:25.577607+00:00
A12FE988A92FF5F6A672D291263094959,TENDER OPT BD TR RCPTS / CTFS VAR STS / CTFS 2025-VRS216,NA,50000000,6.875 %,08/15/2055,01/22/2026,-,,,,,,,,,,,0,0,0,https://emma.msrb.org/Security/Details/A12FE988A92FF5F6A672D291263094959,2026-02-19T19:12:55.402685+00:00
AF0CAE6861C84D587BFF1E760A5FE00A9,HAMILTON CNTY OHIO HOSP FACS REV / IMPT BDS TRIHEALTH INC 2026A,OH,50000000,6.875 %,08/15/2055,01/15/2026,-,,,,,,,,,,,0,0,8,https://emma.msrb.org/Security/Details/AF0CAE6861C84D587BFF1E760A5FE00A9,2026-02-19T19:13:18.376591+00:00
A821F6A8BCC8F76854B2BF8F4BB0B6060,TENDER OPT BD TR RCPTS / CTFS VAR STS / CTFS 2026-BAML5070,NA,49710000,-,02/01/2046,01/15/2026,-,,,,,,,,,,,0,0,0,https://emma.msrb.org/Security/Details/A821F6A8BCC8F76854B2BF8F4BB0B6060,2026-02-19T19:13:42.518386+00:00
A61C90DA9469D4707A776A6068809D210,"NORTHEASTERN PENNSYLVANIA HOSPITAL AND EDUCATION AUTHORITY / TAX-EXEMPT REVENUE BONDS, SERIES 2025A (TENOR HEALTH FOUNDATION WILKES-BARRE, LLC)",PA,47000000,8.5 %,12/01/2055,01/30/2026,01/30/2026,,,,,,,,,,,3,0,1,https://emma.msrb.org/Security/Details/A61C90DA9469D4707A776A6068809D210,2026-02-19T19:14:05.383481+00:00
ACC6CF20F96B5580408CB16335FA9999B,"CAPITAL TRUST AUTHORITY / HEALTH CARE FACILITIES REVENUE BONDS (QSH/ST. AUGUSTINE, LLC PROJECT), SERIES 2026A",FL,42830000,8.5 %,07/01/2057,01/21/2026,01/21/2026,,,,,,,,,,,4,0,8,https://emma.msrb.org/Security/Details/ACC6CF20F96B5580408CB16335FA9999B,2026-02-19T19:14:29.621800+00:00
AC630D8A8739EBBC7ED2E205EED2583E4,"STATE OF CONNECTICUT HEALTH AND EDUCATIONAL FACILITIES AUTHORITY / REVENUE BONDS, HARTFORD HEALTHCARE ISSUE SERIES 2026A (FIXED RATE)",CT,40105000,5 %,07/01/2045,02/11/2026,02/11/2026,,,,,,,,,,,19,0,1,https://emma.msrb.org/Security/Details/AC630D8A8739EBBC7ED2E205EED2583E4,2026-02-19T19:15:03.704342+00:00
A31E2C0DBE5F9AA04EC905F4DD61F5A1F,"SOUTH DAKOTA HEALTH AND EDUCATIONAL FACILITIES AUTHORITY / REVENUE BONDS, SERIES 2026 (MONUMENT HEALTH)",SD,38980000,5.25 %,09/01/2051,02/05/2026,02/05/2026,,,,,,,,,,,13,0,3,https://emma.msrb.org/Security/Details/A31E2C0DBE5F9AA04EC905F4DD61F5A1F,2026-02-19T19:15:29.443792+00:00
A4257AC10927FCD36F574A1791ADB9E3A,"PUBLIC FINANCE AUTHORITY / SENIOR LIVING REVENUE BONDS (LIVE WELL SENIOR LIVING PROJECTS), SERIES 2026",WI,38000000,7.15 %,09/01/2060,01/13/2026,01/13/2026,,,,,,,,,,,13,0,4,https://emma.msrb.org/Security/Details/A4257AC10927FCD36F574A1791ADB9E3A,2026-02-19T19:17:00.533783+00:00
A6360A6CE2700A0F7040B2D22CD141B33,NORTH CAROLINA MEDICAL CARE COMMISSION / RETIREMENT FACILITIES FIRST MORTGAGE REVENUE BONDS (DEERFIELD EPISCOPAL RETIREMENT COMMUNITY PROJECT) SERIES SERIES 2026A,NC,37080000,5.25 %,11/01/2046,01/13/2026,01/13/2026,,,,,,,,,,,12,0,8,https://emma.msrb.org/Security/Details/A6360A6CE2700A0F7040B2D22CD141B33,2026-02-19T19:17:28.500315+00:00
A02332BD82F23414F968FB412D2DBEA01,"MASSACHUSETTS DEVELOPMENT FINANCE AGENCY / REVENUE BONDS, MASS GENERAL BRIGHAM ISSUE, SERIES F (2026)",MA,36500000,5 %,07/01/2045,01/29/2026,01/29/2026,,,,,,,,,,,18,0,10,https://emma.msrb.org/Security/Details/A02332BD82F23414F968FB412D2DBEA01,2026-02-19T19:17:55.594632+00:00
A8B049CA8D51039D45EC766DACF567704,"MASSACHUSETTS DEVELOPMENT FINANCE AGENCY / REVENUE BONDS, MASS GENERAL BRIGHAM ISSUE, SERIES F (2026)",MA,36495000,5 %,07/01/2046,01/29/2026,01/29/2026,,,,,,,,,,,9,0,10,https://emma.msrb.org/Security/Details/A8B049CA8D51039D45EC766DACF567704,2026-02-19T19:18:22.517287+00:00
AEDC365498EF80D9FEE36D0B9E89FA5A1,TENDER OPT BD TR RCPTS / CTFS VAR STS / CTFS 2026-VRS222,NA,35820000,5 %,01/15/2046,01/22/2026,-,,,,,,,,,,,0,0,0,https://emma.msrb.org/Security/Details/AEDC365498EF80D9FEE36D0B9E89FA5A1,2026-02-19T19:18:53.822056+00:00
A281B76F5FCBF34B6BF82D8C79D1B2F3B,TENDER OPT BD TR RCPTS / CTFS VAR STS / CTFS 2026-VRS222,NA,35770000,5 %,01/15/2041,01/22/2026,-,,,,,,,,,,,0,0,0,https://emma.msrb.org/Security/Details/A281B76F5FCBF34B6BF82D8C79D1B2F3B,2026-02-19T19:19:17.141506+00:00
A8A41FBBB8F9E83F04A9938876651D0D0,"MASSACHUSETTS DEVELOPMENT FINANCE AGENCY / REVENUE BONDS, MASS GENERAL BRIGHAM ISSUE, SERIES F (2026)",MA,35055000,5 %,07/01/2034,01/29/2026,01/29/2026,,,,,,,,,,,24,0,10,https://emma.msrb.org/Security/Details/A8A41FBBB8F9E83F04A9938876651D0D0,2026-02-19T19:19:40.384905+00:00
A5CAE831DD313D1E43FBDB7D7A6AB703D,"MASSACHUSETTS DEVELOPMENT FINANCE AGENCY / REVENUE BONDS, MASS GENERAL BRIGHAM ISSUE, SERIES F (2026)",MA,34720000,5 %,07/01/2035,01/29/2026,01/29/2026,,,,,,,,,,,30,0,10,https://emma.msrb.org/Security/Details/A5CAE831DD313D1E43FBDB7D7A6AB703D,2026-02-19T19:20:41.831095+00:00
A76DE73DB01770DB989655E5A5E92ED30,NORTH CAROLINA MEDICAL CARE COMMISSION / RETIREMENT FACILITIES FIRST MORTGAGE REVENUE BONDS (DEERFIELD EPISCOPAL RETIREMENT COMMUNITY PROJECT) TAX-EXEMPT MANDATORY PAYDOWN SECURITIES (TEMPS-70SM) SERIES 2026B-3,NC,33700000,3.45 %,11/01/2030,01/13/2026,01/13/2026,,,,,,,,,,,11,0,8,https://emma.msrb.org/Security/Details/A76DE73DB01770DB989655E5A5E92ED30,2026-02-19T19:21:08.042435+00:00
A5DB5FAE3E4B23D0FECC2EDAE0F880379,"STATE OF CONNECTICUT HEALTH AND EDUCATIONAL FACILITIES AUTHORITY / REVENUE BONDS, HARTFORD HEALTHCARE ISSUE SERIES 2026A (FIXED RATE)",CT,32920000,5 %,07/01/2042,02/11/2026,02/11/2026,,,,,,,,,,,21,0,1,https://emma.msrb.org/Security/Details/A5DB5FAE3E4B23D0FECC2EDAE0F880379,2026-02-19T19:21:33.545646+00:00
A712B4CD8198885E71A4BBBDC7BC8B03A,NORTH CAROLINA MEDICAL CARE COMMISSION / RETIREMENT FACILITIES FIRST MORTGAGE REVENUE BONDS (DEERFIELD EPISCOPAL RETIREMENT COMMUNITY PROJECT) SERIES SERIES 2026A,NC,32070000,5.25 %,11/01/2050,01/13/2026,01/13/2026,,,,,,,,,,,7,0,8,https://emma.msrb.org/Security/Details/A712B4CD8198885E71A4BBBDC7BC8B03A,2026-02-19T19:21:58.031456+00:00
A0203EA21DA909B9AAE6B432E8D5DAC13,"STATE OF CONNECTICUT HEALTH AND EDUCATIONAL FACILITIES AUTHORITY / REVENUE BONDS, HARTFORD HEALTHCARE ISSUE SERIES 2026A (FIXED RATE)",CT,31440000,5 %,07/01/2043,02/11/2026,02/11/2026,,,,,,,,,,,27,0,1,https://emma.msrb.org/Security/Details/A0203EA21DA909B9AAE6B432E8D5DAC13,2026-02-19T19:22:23.258796+00:00
A9649DC0877070A424A1C0DF2C9377256,ORANGE COUNTY HEALTH FACILITIES AUTHORITY / HOSPITAL REVENUE BONDS (ORLANDO HEALTH OBLIGATED GROUP) SERIES 2025A,FL,470840000,5.25 %,10/01/2056,01/23/2025,01/23/2025,,,,,,,,,,,100,0,23,https://emma.msrb.org/Security/Details/A9649DC0877070A424A1C0DF2C9377256,2026-02-19T19:35:00.753520+00:00
